Var1,id,class,x1,y1,x2,y2
343,img_91.png,BudweiserLongNeck,27.4631182886755,11.3289350889909,109.390534399195,113.494640388232
344,img_92.png,BudweiserLongNeck,14.0552073634374,25.3228756379005,117.576331299754,93.3540619316664
345,img_93.png,BudweiserLongNeck,14.0552073634374,25.3228756379005,117.576331299754,93.3540619316664
346,img_94.png,BudweiserLongNeck,14.0552073634374,25.3228756379005,117.576331299754,93.3540619316664
347,img_95.png,BudweiserLongNeck,44.0853062401266,40.1668824327309,74.982270377897,94.3055453834387
348,img_96.png,BudweiserLongNeck,44.0853062401266,40.1668824327309,74.982270377897,94.3055453834387
349,img_97.png,BudweiserLongNeck,44.0853062401266,40.1668824327309,74.982270377897,94.3055453834387
350,img_98.png,BudweiserLongNeck,26.3025467158984,28.9045873342719,97.1528153668331,74.8839432116252
351,img_99.png,BudweiserLongNeck,26.3025467158984,28.9045873342719,97.1528153668331,74.8839432116252
352,img_100.png,BudweiserLongNeck,26.3025467158984,28.9045873342719,97.1528153668331,74.8839432116252
353,img_101.png,BudweiserLongNeck,23.8945604926167,41.6979741042146,77.5248388251216,76.4772018581168
354,img_102.png,BudweiserLongNeck,23.8945604926167,41.6979741042146,77.5248388251216,76.4772018581168
355,img_103.png,BudweiserLongNeck,23.8945604926167,41.6979741042146,77.5248388251216,76.4772018581168
356,img_104.png,BudweiserLongNeck,29.6069686111172,9.29482586184106,105.322356980473,119.430822251106
357,img_105.png,BudweiserLongNeck,29.6069686111172,9.29482586184106,105.322356980473,119.430822251106
358,img_106.png,BudweiserLongNeck,29.6069686111172,9.29482586184106,105.322356980473,119.430822251106
359,img_107.png,BudweiserLongNeck,4.946157963145,43.4343735536488,124.452383001713,94.920585351734
360,img_108.png,BudweiserLongNeck,4.946157963145,43.4343735536488,124.452383001713,94.920585351734
361,img_109.png,BudweiserLongNeck,4.946157963145,43.4343735536488,124.452383001713,94.920585351734
362,img_110.png,BudweiserLongNeck,40.7728426968124,2.70678397879232,93.8809159116374,125.468882776118
363,img_111.png,BudweiserLongNeck,40.7728426968124,2.70678397879232,93.8809159116374,125.468882776118
364,img_112.png,BudweiserLongNeck,40.7728426968124,2.70678397879232,93.8809159116374,125.468882776118
365,img_113.png,BudweiserLongNeck,16.7503982800274,21.0079987800406,93.971143227389,122.575125564682
366,img_114.png,BudweiserLongNeck,16.7503982800274,21.0079987800406,93.971143227389,122.575125564682
367,img_115.png,BudweiserLongNeck,16.7503982800274,21.0079987800406,93.971143227389,122.575125564682
368,img_116.png,BudweiserLongNeck,50.8300450620617,45.765727160756,62.5899189784841,48.5629577338849
369,img_117.png,BudweiserLongNeck,50.8300450620617,45.765727160756,62.5899189784841,48.5629577338849
370,img_118.png,BudweiserLongNeck,50.8300450620617,45.765727160756,62.5899189784841,48.5629577338849
371,img_119.png,BudweiserLongNeck,21.7623945834241,15.4107946157639,84.0298418974487,121.482147342794
372,img_120.png,BudweiserLongNeck,21.7623945834241,15.4107946157639,84.0298418974487,121.482147342794
373,img_121.png,BudweiserLongNeck,21.7623945834241,15.4107946157639,84.0298418974487,121.482147342794
374,img_122.png,BudweiserLongNeck,25.8723507314211,38.0125729298323,96.9192823522918,70.3041798403905
375,img_123.png,BudweiserLongNeck,25.8723507314211,38.0125729298323,96.9192823522918,70.3041798403905
376,img_124.png,BudweiserLongNeck,25.8723507314211,38.0125729298323,96.9192823522918,70.3041798403905
377,img_125.png,BudweiserLongNeck,26.294717328738,41.9685258685093,86.5613396016263,54.0136623789333
378,img_126.png,BudweiserLongNeck,26.294717328738,41.9685258685093,86.5613396016263,54.0136623789333
379,img_127.png,BudweiserLongNeck,26.294717328738,41.9685258685093,86.5613396016263,54.0136623789333
380,img_128.png,BudweiserLongNeck,30.6725319981916,40.1806026722244,80.4217591930592,72.9591573668322
381,img_129.png,BudweiserLongNeck,30.6725319981916,40.1806026722244,80.4217591930592,72.9591573668322
382,img_130.png,BudweiserLongNeck,30.6725319981916,40.1806026722244,80.4217591930592,72.9591573668322
383,img_131.png,BudweiserLongNeck,37.7141766661462,30.6451851929541,67.0570343631324,92.2137508797811
384,img_132.png,BudweiserLongNeck,37.7141766661462,30.6451851929541,67.0570343631324,92.2137508797811
385,img_133.png,BudweiserLongNeck,37.7141766661462,30.6451851929541,67.0570343631324,92.2137508797811
386,img_134.png,BudweiserLongNeck,9.18011264762383,16.4725995996098,94.2257412923899,89.0559641555317
387,img_135.png,BudweiserLongNeck,9.18011264762383,16.4725995996098,94.2257412923899,89.0559641555317
388,img_136.png,BudweiserLongNeck,9.18011264762383,16.4725995996098,94.2257412923899,89.0559641555317
389,img_137.png,BudweiserLongNeck,42.7512269805056,43.8514593298836,75.7326279588994,97.0611484838841
390,img_138.png,BudweiserLongNeck,42.7512269805056,43.8514593298836,75.7326279588994,97.0611484838841
391,img_139.png,BudweiserLongNeck,42.7512269805056,43.8514593298836,75.7326279588994,97.0611484838841
392,img_140.png,BudweiserLongNeck,31.5910063545014,25.4690171736502,65.034681347599,63.4129250466913
393,img_141.png,BudweiserLongNeck,31.5910063545014,25.4690171736502,65.034681347599,63.4129250466913
394,img_142.png,BudweiserLongNeck,31.5910063545014,25.4690171736502,65.034681347599,63.4129250466913
395,img_143.png,BudweiserLongNeck,-0.5,30,150,64
396,img_144.png,BudweiserLongNeck,-0.5,30,150,64
397,img_145.png,BudweiserLongNeck,-0.5,30,150,64
398,img_146.png,BudweiserLongNeck,4.34223356335999,15.5188993403977,124.454731935377,94.3376422508571
399,img_147.png,BudweiserLongNeck,4.34223356335999,15.5188993403977,124.454731935377,94.3376422508571
400,img_148.png,BudweiserLongNeck,4.34223356335999,15.5188993403977,124.454731935377,94.3376422508571
401,img_149.png,BudweiserLongNeck,47.8923436069345,37.3263034342701,61.6158100552786,62.8786118980593
402,img_150.png,BudweiserLongNeck,47.8923436069345,37.3263034342701,61.6158100552786,62.8786118980593
403,img_151.png,BudweiserLongNeck,47.8923436069345,37.3263034342701,61.6158100552786,62.8786118980593
404,img_152.png,BudweiserLongNeck,8.19942486684128,43.1394594050755,137.893209673419,80.5728292769101
405,img_153.png,BudweiserLongNeck,8.19942486684128,43.1394594050755,137.893209673419,80.5728292769101
406,img_154.png,BudweiserLongNeck,8.19942486684128,43.1394594050755,137.893209673419,80.5728292769101
407,img_155.png,BudweiserLongNeck,21.414626421381,39.038424171018,117.836777805478,82.360858723123
408,img_156.png,BudweiserLongNeck,21.414626421381,39.038424171018,117.836777805478,82.360858723123
409,img_157.png,BudweiserLongNeck,21.414626421381,39.038424171018,117.836777805478,82.360858723123
410,img_158.png,BudweiserLongNeck,2.77621900569269,14.4854205880915,128.639606841761,94.5506460163573
411,img_159.png,BudweiserLongNeck,2.77621900569269,14.4854205880915,128.639606841761,94.5506460163573
412,img_160.png,BudweiserLongNeck,2.77621900569269,14.4854205880915,128.639606841761,94.5506460163573
413,img_161.png,BudweiserLongNeck,35.225669707365,65.2747083750693,51.5853472646163,51.4631043336086
414,img_162.png,BudweiserLongNeck,35.225669707365,65.2747083750693,51.5853472646163,51.4631043336086
415,img_163.png,BudweiserLongNeck,35.225669707365,65.2747083750693,51.5853472646163,51.4631043336086
416,img_164.png,BudweiserLongNeck,14.4884644260333,27.8426991229517,121.410548221859,110.870600271005
417,img_165.png,BudweiserLongNeck,14.4884644260333,27.8426991229517,121.410548221859,110.870600271005
418,img_166.png,BudweiserLongNeck,14.4884644260333,27.8426991229517,121.410548221859,110.870600271005
419,img_167.png,BudweiserLongNeck,14.6722786934308,24.0379440805579,114.769721629979,93.516750047253
420,img_168.png,BudweiserLongNeck,14.6722786934308,24.0379440805579,114.769721629979,93.516750047253
421,img_169.png,BudweiserLongNeck,14.6722786934308,24.0379440805579,114.769721629979,93.516750047253
422,img_170.png,BudweiserLongNeck,55.4878553304656,48.233340004613,95.0591663387576,95.0591663387575
423,img_171.png,BudweiserLongNeck,55.4878553304656,48.233340004613,95.0591663387576,95.0591663387575
424,img_172.png,BudweiserLongNeck,55.4878553304656,48.233340004613,95.0591663387576,95.0591663387575
425,img_173.png,BudweiserLongNeck,4.37941306838232,2.26024220733331,112.652215229659,61.6459262582643
426,img_174.png,BudweiserLongNeck,4.37941306838232,2.26024220733331,112.652215229659,61.6459262582643
427,img_175.png,BudweiserLongNeck,4.37941306838232,2.26024220733331,112.652215229659,61.6459262582643
428,img_176.png,BudweiserLongNeck,35.9451618508804,64.2715892692355,112.840773724978,82.7010071011187
429,img_177.png,BudweiserLongNeck,35.9451618508804,64.2715892692355,112.840773724978,82.7010071011187
430,img_178.png,BudweiserLongNeck,35.9451618508804,64.2715892692355,112.840773724978,82.7010071011187
431,img_179.png,BudweiserLongNeck,-0.5,-0.500000000000028,147.5,48.5
432,img_180.png,BudweiserLongNeck,-0.5,-0.500000000000028,147.5,48.5
433,img_181.png,BudweiserLongNeck,-0.5,-0.500000000000028,147.5,48.5
434,img_182.png,BudweiserLongNeck,-0.0072466379539064,4.01156189562931,137.567339431949,76.3787125056145
435,img_183.png,BudweiserLongNeck,-0.0072466379539064,4.01156189562931,137.567339431949,76.3787125056145
436,img_184.png,BudweiserLongNeck,-0.0072466379539064,4.01156189562931,137.567339431949,76.3787125056145
437,img_185.png,BudweiserLongNeck,78.3684502430715,9.99911087624746,65.7254531269685,118.226429689822
438,img_186.png,BudweiserLongNeck,78.3684502430715,9.99911087624746,65.7254531269685,118.226429689822
439,img_187.png,BudweiserLongNeck,78.3684502430715,9.99911087624746,65.7254531269685,118.226429689822
440,img_188.png,BudweiserLongNeck,27.309380418893,6.88481516373662,84.8340052939606,137.712686724172
441,img_189.png,BudweiserLongNeck,27.309380418893,6.88481516373662,84.8340052939606,137.712686724172
442,img_190.png,BudweiserLongNeck,27.309380418893,6.88481516373662,84.8340052939606,137.712686724172
443,img_191.png,BudweiserLongNeck,46.8456490634493,32.3544740358023,78.6374633656752,83.7510552427256
444,img_192.png,BudweiserLongNeck,46.8456490634493,32.3544740358023,78.6374633656752,83.7510552427256
445,img_193.png,BudweiserLongNeck,46.8456490634493,32.3544740358023,78.6374633656752,83.7510552427256
446,img_194.png,BudweiserLongNeck,55.9895932032366,38.4376837968704,55.1911302229338,55.979740294658
447,img_195.png,BudweiserLongNeck,55.9895932032366,38.4376837968704,55.1911302229338,55.979740294658
448,img_196.png,BudweiserLongNeck,55.9895932032366,38.4376837968704,55.1911302229338,55.979740294658
449,img_197.png,BudweiserLongNeck,37.502074686812,13.3413292996152,70.0753198532852,120.705039977474
450,img_198.png,BudweiserLongNeck,37.502074686812,13.3413292996152,70.0753198532852,120.705039977474
451,img_199.png,BudweiserLongNeck,37.502074686812,13.3413292996152,70.0753198532852,120.705039977474
452,img_0.png,HeinekenLata,4,45,125,104
453,img_1.png,HeinekenLata,14,19,87,87
454,img_2.png,HeinekenLata,34,36,105,69
455,img_3.png,HeinekenLata,16,21,111,90
456,img_4.png,HeinekenLata,14,43,99,84
457,img_5.png,HeinekenLata,11,50,139.5,100
458,img_6.png,HeinekenLata,3,33,142,103
459,img_7.png,HeinekenLata,1,30,138,109
460,img_8.png,HeinekenLata,27,52,100,65
461,img_9.png,HeinekenLata,30,55,95,73
462,img_10.png,HeinekenLata,37,59,108,67
463,img_11.png,HeinekenLata,5,37,128,101
464,img_12.png,HeinekenLata,43,42,107.5,81
465,img_13.png,HeinekenLata,41,36,104,67
466,img_14.png,HeinekenLata,40,37,82,74
467,img_15.png,HeinekenLata,26,53,100,78
468,img_16.png,HeinekenLata,23,32,115,81
469,img_17.png,HeinekenLata,0.5,46,112.5,94
470,img_18.png,HeinekenLata,45,41,81,60
471,img_19.png,HeinekenLata,42,44,89,57
472,img_20.png,HeinekenLata,42,45,80,60
473,img_21.png,HeinekenLata,26,39,79,102
474,img_22.png,HeinekenLata,23,49,104,76
475,img_23.png,HeinekenLata,53,39,58,77
476,img_24.png,HeinekenLata,60,46,65,63
477,img_25.png,HeinekenLata,48,46,97,55
478,img_26.png,HeinekenLata,59,43,68,68
479,img_27.png,HeinekenLata,47,62,76,56
480,img_28.png,HeinekenLata,42,59,52,50
481,img_29.png,HeinekenLata,32,55,83,72
482,img_30.png,HeinekenLata,33,57,86,58
483,img_31.png,HeinekenLata,33,53,81,57
484,img_32.png,HeinekenLata,46,68,96,68
485,img_33.png,HeinekenLata,21,47,106,83
486,img_34.png,HeinekenLata,15,20,135.5,130.5
487,img_35.png,HeinekenLata,31,6,119.5,121
488,img_36.png,HeinekenLata,0.5,18,62.5,132.5
489,img_37.png,HeinekenLata,4,6,60,144.5
490,img_38.png,HeinekenLata,1,9,60,141.5
491,img_39.png,HeinekenLata,43,53,90,64
492,img_40.png,HeinekenLata,48,52,85,70
493,img_41.png,HeinekenLata,46,66,98,70
494,img_42.png,HeinekenLata,40,68,110.5,75
495,img_43.png,HeinekenLata,41,65,102,73
496,img_44.png,HeinekenLata,0.5,1,138.5,94
497,img_45.png,HeinekenLata,57,62,93,70
498,img_46.png,HeinekenLata,68,67,82.5,68
499,img_47.png,HeinekenLata,50,50,56,65
500,img_48.png,HeinekenLata,50,59,61,53
501,img_49.png,HeinekenLata,36,59,66,51
502,img_50.png,HeinekenLata,44,35,106.5,71
503,img_51.png,HeinekenLata,32.0359562546837,10.1120640981238,115.570262945161,114.097517749039
504,img_52.png,HeinekenLata,32.0359562546837,10.1120640981238,115.570262945161,114.097517749039
505,img_53.png,HeinekenLata,32.0359562546837,10.1120640981238,115.570262945161,114.097517749039
506,img_54.png,HeinekenLata,48.2198550248064,39.7711921702602,87.3146351669097,87.3146351669097
507,img_55.png,HeinekenLata,48.2198550248064,39.7711921702602,87.3146351669097,87.3146351669097
508,img_56.png,HeinekenLata,48.2198550248064,39.7711921702602,87.3146351669097,87.3146351669097
509,img_57.png,HeinekenLata,34.7602905936665,25.8744150347781,90.600905378193,83.5953226231199
510,img_58.png,HeinekenLata,34.7602905936665,25.8744150347781,90.600905378193,83.5953226231199
511,img_59.png,HeinekenLata,34.7602905936665,25.8744150347781,90.600905378193,83.5953226231199
512,img_60.png,HeinekenLata,21.476225154755,28.2268677250606,97.4503974985394,104.299156090648
513,img_61.png,HeinekenLata,21.476225154755,28.2268677250606,97.4503974985394,104.299156090648
514,img_62.png,HeinekenLata,21.476225154755,28.2268677250606,97.4503974985394,104.299156090648
515,img_63.png,HeinekenLata,32.2878949556997,19.8915522287322,94.352840185425,89.1730825659365
516,img_64.png,HeinekenLata,32.2878949556997,19.8915522287322,94.352840185425,89.1730825659365
517,img_65.png,HeinekenLata,32.2878949556997,19.8915522287322,94.352840185425,89.1730825659365
518,img_66.png,HeinekenLata,37.5337210346827,15.4585217602126,112.753286092834,127.154594823379
519,img_67.png,HeinekenLata,37.5337210346827,15.4585217602126,112.753286092834,127.154594823379
520,img_68.png,HeinekenLata,37.5337210346827,15.4585217602126,112.753286092834,127.154594823379
521,img_69.png,HeinekenLata,12.3880238478971,11.513546952549,131.769083526674,113.558750229057
522,img_70.png,HeinekenLata,12.3880238478971,11.513546952549,131.769083526674,113.558750229057
523,img_71.png,HeinekenLata,12.3880238478971,11.513546952549,131.769083526674,113.558750229057
524,img_72.png,HeinekenLata,29.3166241888845,10.940728337243,110.080384538735,137.148367034717
525,img_73.png,HeinekenLata,29.3166241888845,10.940728337243,110.080384538735,137.148367034717
526,img_74.png,HeinekenLata,29.3166241888845,10.940728337243,110.080384538735,137.148367034717
527,img_75.png,HeinekenLata,33,27,65,100
528,img_76.png,HeinekenLata,33,27,65,100
529,img_77.png,HeinekenLata,33,27,65,100
530,img_78.png,HeinekenLata,25.0774053006392,40.1442038076739,82.4191303027253,86.3152817748177
531,img_79.png,HeinekenLata,25.0774053006392,40.1442038076739,82.4191303027253,86.3152817748177
532,img_80.png,HeinekenLata,25.0774053006392,40.1442038076739,82.4191303027253,86.3152817748177
533,img_81.png,HeinekenLata,18.6352178184737,18.9385119729741,97.8387414579124,77.7719251946267
534,img_82.png,HeinekenLata,18.6352178184737,18.9385119729741,97.8387414579124,77.7719251946267
535,img_83.png,HeinekenLata,18.6352178184737,18.9385119729741,97.8387414579124,77.7719251946267
536,img_84.png,HeinekenLata,16.7774165231951,11.7052385115696,127.206653250384,102.005428167918
537,img_85.png,HeinekenLata,16.7774165231951,11.7052385115696,127.206653250384,102.005428167918
538,img_86.png,HeinekenLata,16.7774165231951,11.7052385115696,127.206653250384,102.005428167918
539,img_87.png,HeinekenLata,14.3597645964137,35.6394117691271,93.2340767302892,95.5560952748103
540,img_88.png,HeinekenLata,14.3597645964137,35.6394117691271,93.2340767302892,95.5560952748103
541,img_89.png,HeinekenLata,14.3597645964137,35.6394117691271,93.2340767302892,95.5560952748103
542,img_90.png,HeinekenLata,42.375317708697,41.6237328402853,71.1152729408119,100.050939322313
543,img_91.png,HeinekenLata,42.375317708697,41.6237328402853,71.1152729408119,100.050939322313
544,img_92.png,HeinekenLata,42.375317708697,41.6237328402853,71.1152729408119,100.050939322313
545,img_93.png,HeinekenLata,32.6916551580432,32.9932639946954,77.9469307917346,78.5079765807333
546,img_94.png,HeinekenLata,32.6916551580432,32.9932639946954,77.9469307917346,78.5079765807333
547,img_95.png,HeinekenLata,32.6916551580432,32.9932639946954,77.9469307917346,78.5079765807333
548,img_96.png,HeinekenLata,19.6615412853266,24.4345875270394,82.5385227550013,96.3546274167696
549,img_97.png,HeinekenLata,19.6615412853266,24.4345875270394,82.5385227550013,96.3546274167696
550,img_98.png,HeinekenLata,19.6615412853266,24.4345875270394,82.5385227550013,96.3546274167696
551,img_99.png,HeinekenLata,28.4340191520632,19.281821586318,94.1414121742883,102.652919742774
552,img_100.png,HeinekenLata,28.4340191520632,19.281821586318,94.1414121742883,102.652919742774
553,img_101.png,HeinekenLata,28.4340191520632,19.281821586318,94.1414121742883,102.652919742774
554,img_102.png,HeinekenLata,43.7910438422163,30.3759902749306,98.542638411846,107.969409170198
555,img_103.png,HeinekenLata,43.7910438422163,30.3759902749306,98.542638411846,107.969409170198
556,img_104.png,HeinekenLata,43.7910438422163,30.3759902749306,98.542638411846,107.969409170198
557,img_105.png,HeinekenLata,41.2910979578989,46.2261239020842,66.4836329906787,74.5465004951505
558,img_106.png,HeinekenLata,41.2910979578989,46.2261239020842,66.4836329906787,74.5465004951505
559,img_107.png,HeinekenLata,41.2910979578989,46.2261239020842,66.4836329906787,74.5465004951505
560,img_108.png,HeinekenLata,23.6295804404063,47.7265683282298,84.2065131971187,62.5155000385966
561,img_109.png,HeinekenLata,23.6295804404063,47.7265683282298,84.2065131971187,62.5155000385966
562,img_110.png,HeinekenLata,23.6295804404063,47.7265683282298,84.2065131971187,62.5155000385966
563,img_111.png,HeinekenLata,44.6648329134953,42.1397247042061,61.8001308382568,78.634185566851
564,img_112.png,HeinekenLata,44.6648329134953,42.1397247042061,61.8001308382568,78.634185566851
565,img_113.png,HeinekenLata,44.6648329134953,42.1397247042061,61.8001308382568,78.634185566851
566,img_114.png,HeinekenLata,42.4111384750768,24.4540040302266,88.9123840394608,92.1458634670255
567,img_115.png,HeinekenLata,42.4111384750768,24.4540040302266,88.9123840394608,92.1458634670255
568,img_116.png,HeinekenLata,42.4111384750768,24.4540040302266,88.9123840394608,92.1458634670255
569,img_117.png,HeinekenLata,24.0091152656524,23.833868583047,88.9118168846747,91.3652704411498
570,img_118.png,HeinekenLata,24.0091152656524,23.833868583047,88.9118168846747,91.3652704411498
571,img_119.png,HeinekenLata,24.0091152656524,23.833868583047,88.9118168846747,91.3652704411498
572,img_120.png,HeinekenLata,36.4780318166592,42.8745418119895,67.2692819198964,68.2690000454311
573,img_121.png,HeinekenLata,36.4780318166592,42.8745418119895,67.2692819198964,68.2690000454311
574,img_122.png,HeinekenLata,36.4780318166592,42.8745418119895,67.2692819198964,68.2690000454311
575,img_123.png,HeinekenLata,39.2155362340758,57.9056138170106,63.2801630611418,64.8442531358176
576,img_124.png,HeinekenLata,39.2155362340758,57.9056138170106,63.2801630611418,64.8442531358176
577,img_125.png,HeinekenLata,39.2155362340758,57.9056138170106,63.2801630611418,64.8442531358176
578,img_126.png,HeinekenLata,27.3616126833009,48.478802659615,75.6690219008127,76.402479486859
579,img_127.png,HeinekenLata,27.3616126833009,48.478802659615,75.6690219008127,76.402479486859
580,img_128.png,HeinekenLata,27.3616126833009,48.478802659615,75.6690219008127,76.402479486859
581,img_129.png,HeinekenLata,25.3424744331801,36.9349245047752,68.1674552127615,68.1674552127614
582,img_130.png,HeinekenLata,25.3424744331801,36.9349245047752,68.1674552127615,68.1674552127614
583,img_131.png,HeinekenLata,25.3424744331801,36.9349245047752,68.1674552127615,68.1674552127614
584,img_132.png,HeinekenLata,30.6064456457608,42.9544847304616,61.4189981693451,70.7576306296613
585,img_133.png,HeinekenLata,30.6064456457608,42.9544847304616,61.4189981693451,70.7576306296613
586,img_134.png,HeinekenLata,30.6064456457608,42.9544847304616,61.4189981693451,70.7576306296613
587,img_135.png,HeinekenLata,47.0559217813734,41.4421036316305,51.0458487293538,51.4000443177259
588,img_136.png,HeinekenLata,47.0559217813734,41.4421036316305,51.0458487293538,51.4000443177259
589,img_137.png,HeinekenLata,47.0559217813734,41.4421036316305,51.0458487293538,51.4000443177259
590,img_138.png,HeinekenLata,27.6770747935411,44.2146470253219,78.1117146297203,77.3402766698472
591,img_139.png,HeinekenLata,27.6770747935411,44.2146470253219,78.1117146297203,77.3402766698472
592,img_140.png,HeinekenLata,27.6770747935411,44.2146470253219,78.1117146297203,77.3402766698472
593,img_141.png,HeinekenLata,45.8176427146133,32.7053118798837,70.0549654098708,73.9913751477757
594,img_142.png,HeinekenLata,45.8176427146133,32.7053118798837,70.0549654098708,73.9913751477757
595,img_143.png,HeinekenLata,45.8176427146133,32.7053118798837,70.0549654098708,73.9913751477757
596,img_144.png,HeinekenLata,37.6179241545956,36.6917392320806,70.5857751198967,68.0516224843458
597,img_145.png,HeinekenLata,37.6179241545956,36.6917392320806,70.5857751198967,68.0516224843458
598,img_146.png,HeinekenLata,37.6179241545956,36.6917392320806,70.5857751198967,68.0516224843458
599,img_147.png,HeinekenLata,9.01230154703168,20.5514526954047,90.4332576973131,74.2045774733595
600,img_148.png,HeinekenLata,9.01230154703168,20.5514526954047,90.4332576973131,74.2045774733595
601,img_149.png,HeinekenLata,9.01230154703168,20.5514526954047,90.4332576973131,74.2045774733595
602,img_150.png,HeinekenLata,21.0520934363915,20.4758278297975,92.2763730804805,97.1768986293204
603,img_151.png,HeinekenLata,21.0520934363915,20.4758278297975,92.2763730804805,97.1768986293204
604,img_152.png,HeinekenLata,21.0520934363915,20.4758278297975,92.2763730804805,97.1768986293204
605,img_153.png,HeinekenLata,-0.763459041524014,3.22046705907013,134.687693013447,132.240520298412
606,img_154.png,HeinekenLata,-0.763459041524014,3.22046705907013,134.687693013447,132.240520298412
607,img_155.png,HeinekenLata,-0.763459041524014,3.22046705907013,134.687693013447,132.240520298412
608,img_156.png,HeinekenLata,27.8638839952093,14.8854758374072,120.580908641353,120.984613130821
609,img_157.png,HeinekenLata,27.8638839952093,14.8854758374072,120.580908641353,120.984613130821
610,img_158.png,HeinekenLata,27.8638839952093,14.8854758374072,120.580908641353,120.984613130821
611,img_159.png,HeinekenLata,52.4859869197679,43.2302259867836,97.5607233476723,97.5607233476723
612,img_160.png,HeinekenLata,52.4859869197679,43.2302259867836,97.5607233476723,97.5607233476723
613,img_161.png,HeinekenLata,52.4859869197679,43.2302259867836,97.5607233476723,97.5607233476723
614,img_162.png,HeinekenLata,84.6652387525142,0.694219230101205,61.6901984601029,143.610331910857
615,img_163.png,HeinekenLata,84.6652387525142,0.694219230101205,61.6901984601029,143.610331910857
616,img_164.png,HeinekenLata,84.6652387525142,0.694219230101205,61.6901984601029,143.610331910857
617,img_165.png,HeinekenLata,80.2565294535079,9.2235955318134,68.9795938835099,132.716264426547
618,img_166.png,HeinekenLata,80.2565294535079,9.2235955318134,68.9795938835099,132.716264426547
619,img_167.png,HeinekenLata,80.2565294535079,9.2235955318134,68.9795938835099,132.716264426547
620,img_168.png,HeinekenLata,35.6280521326085,24.719967582639,76.5470443225838,77.4549963606547
621,img_169.png,HeinekenLata,35.6280521326085,24.719967582639,76.5470443225838,77.4549963606547
622,img_170.png,HeinekenLata,35.6280521326085,24.719967582639,76.5470443225838,77.4549963606547
623,img_171.png,HeinekenLata,27.2569360552015,46.8890566416001,71.0375385797488,84.5990707558709
624,img_172.png,HeinekenLata,27.2569360552015,46.8890566416001,71.0375385797488,84.5990707558709
625,img_173.png,HeinekenLata,27.2569360552015,46.8890566416001,71.0375385797488,84.5990707558709
626,img_174.png,HeinekenLata,25.5284028631918,11.1944655354784,89.0758476094153,79.4069667197035
627,img_175.png,HeinekenLata,25.5284028631918,11.1944655354784,89.0758476094153,79.4069667197035
628,img_176.png,HeinekenLata,25.5284028631918,11.1944655354784,89.0758476094153,79.4069667197035
629,img_177.png,HeinekenLata,35.345056540732,64.1324345082684,106.028198696298,80.142661343492
630,img_178.png,HeinekenLata,35.345056540732,64.1324345082684,106.028198696298,80.142661343492
631,img_179.png,HeinekenLata,35.345056540732,64.1324345082684,106.028198696298,80.142661343492
632,img_180.png,HeinekenLata,7,12,102,73
633,img_181.png,HeinekenLata,7,12,102,73
634,img_182.png,HeinekenLata,7,12,102,73
635,img_183.png,HeinekenLata,8.54375029632069,44.2077635191272,127.594384903273,104.919179565615
636,img_184.png,HeinekenLata,8.54375029632069,44.2077635191272,127.594384903273,104.919179565615
637,img_185.png,HeinekenLata,8.54375029632069,44.2077635191272,127.594384903273,104.919179565615
638,img_186.png,HeinekenLata,12.8614060999894,13.9596717367492,88.4823237721802,75.1516221596469
639,img_187.png,HeinekenLata,12.8614060999894,13.9596717367492,88.4823237721802,75.1516221596469
640,img_188.png,HeinekenLata,12.8614060999894,13.9596717367492,88.4823237721802,75.1516221596469
641,img_189.png,HeinekenLata,11.0055615407251,11.9608570332465,80.3687898611412,70.9040265613254
642,img_190.png,HeinekenLata,11.0055615407251,11.9608570332465,80.3687898611412,70.9040265613254
643,img_191.png,HeinekenLata,11.0055615407251,11.9608570332465,80.3687898611412,70.9040265613254
644,img_192.png,HeinekenLata,45.6857688755683,37.5513833255624,58.8870881212802,62.5360397983224
645,img_193.png,HeinekenLata,45.6857688755683,37.5513833255624,58.8870881212802,62.5360397983224
646,img_194.png,HeinekenLata,45.6857688755683,37.5513833255624,58.8870881212802,62.5360397983224
647,img_195.png,HeinekenLata,40.0764228304606,51.5711157912296,54.773989733458,59.7980277922828
648,img_196.png,HeinekenLata,40.0764228304606,51.5711157912296,54.773989733458,59.7980277922828
649,img_197.png,HeinekenLata,40.0764228304606,51.5711157912296,54.773989733458,59.7980277922828
650,img_198.png,HeinekenLata,47.9954425196916,53.1248815239587,58.3386299424396,59.1278810941776
651,img_199.png,HeinekenLata,47.9954425196916,53.1248815239587,58.3386299424396,59.1278810941776
652,img_200.png,HeinekenLata,47.9954425196916,53.1248815239587,58.3386299424396,59.1278810941776
653,img_201.png,HeinekenLata,42.3747407126234,28.9961430095694,101.220628893352,77.1571611706167
654,img_202.png,HeinekenLata,42.3747407126234,28.9961430095694,101.220628893352,77.1571611706167
655,img_203.png,HeinekenLata,42.3747407126234,28.9961430095694,101.220628893352,77.1571611706167
656,img_0.png,HeinekenLongNeck,0.5,41,133.5,75
657,img_1.png,HeinekenLongNeck,49,60,94,51
658,img_2.png,HeinekenLongNeck,73,33,77.5,70
659,img_3.png,HeinekenLongNeck,78,27,72.5,83
660,img_4.png,HeinekenLongNeck,0.5,41,142.5,69
661,img_5.png,HeinekenLongNeck,11,58,139.5,72
662,img_6.png,HeinekenLongNeck,44,61,73,59
663,img_7.png,HeinekenLongNeck,12,48,118,56
664,img_8.png,HeinekenLongNeck,19,50,119,49
